unit,sex,age,icd10,resid,time\geo	EU28 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	NO 	CH 	RS 	TR 
NR,T,Y50-54,N_OTH,TOT_IN,2011	145 	5 	0 	3 	1 	29 	0 	1 	0 	15 	24 	2 	6 	0 	3 	2 	0 	7 	0 	5 	1 	3 	3 	1 	0 	1 	1 	1 	31 	0 	0 	1 	24 
NR,T,Y50-54,N_OTH,TOT_RESID,2011	145 	5 	0 	3 	1 	29 	0 	1 	0 	15 	24 	2 	6 	0 	3 	2 	0 	7 	0 	5 	1 	3 	3 	1 	0 	1 	1 	1 	31 	0 	0 	1 	24 
NR,T,Y50-54,O,TOT_IN,2011	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	1 	0 	0 	0 	0 
NR,T,Y50-54,O,TOT_RESID,2011	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	0 	1 	0 	0 	0 	0 
NR,T,Y50-54,P,TOT_IN,2011	6 	0 	0 	0 	0 	2 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 
NR,T,Y50-54,P,TOT_RESID,2011	6 	0 	0 	0 	0 	2 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 
NR,T,Y50-54,Q,TOT_IN,2011	504 	13 	3 	8 	9 	80 	3 	3 	0 	37 	74 	6 	74 	2 	0 	5 	0 	13 	0 	28 	18 	8 	6 	4 	0 	5 	15 	7 	83 	8 	13 	3 	12 
NR,T,Y50-54,Q,TOT_RESID,2011	504 	13 	3 	8 	9 	80 	2 	3 	0 	37 	73 	6 	75 	2 	0 	5 	0 	13 	0 	28 	18 	8 	6 	4 	0 	5 	16 	7 	83 	8 	13 	3 	12 
NR,T,Y50-54,R,TOT_IN,2011	6904 	106 	69 	51 	58 	1551 	11 	1 	89 	459 	1573 	12 	196 	0 	19 	15 	4 	11 	0 	64 	3 	1900 	328 	201 	1 	10 	18 	35 	119 	58 	38 	180 	538 
NR,T,Y50-54,R,TOT_RESID,2011	6848 	104 	70 	49 	51 	1535 	12 	1 	88 	451 	1558 	12 	178 	0 	19 	18 	4 	11 	0 	60 	4 	1906 	322 	203 	1 	12 	18 	36 	125 	59 	40 	184 	516 
NR,T,Y50-54,R95,TOT_IN,2011	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,T,Y50-54,R95,TOT_RESID,2011	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,T,Y50-54,R96-R99,TOT_IN,2011	5962 	62 	52 	42 	57 	1511 	11 	1 	0 	361 	1072 	7 	137 	0 	19 	15 	3 	11 	0 	51 	2 	1864 	307 	201 	1 	9 	18 	34 	114 	57 	38 	161 	462 
NR,T,Y50-54,R96-R99,TOT_RESID,2011	5918 	61 	53 	41 	50 	1494 	12 	1 	1 	357 	1062 	7 	125 	0 	19 	18 	3 	11 	: 	47 	3 	1869 	301 	203 	1 	10 	18 	34 	117 	57 	39 	165 	441 
NR,T,Y50-54,RHEUM_ARTHRO,TOT_IN,2011	63 	0 	2 	2 	1 	7 	2 	1 	0 	2 	4 	0 	8 	0 	0 	1 	0 	3 	0 	2 	1 	11 	1 	: 	1 	2 	0 	1 	11 	3 	0 	2 	14 
NR,T,Y50-54,RHEUM_ARTHRO,TOT_RESID,2011	63 	0 	2 	2 	1 	7 	2 	1 	0 	2 	4 	0 	8 	0 	0 	1 	0 	3 	0 	2 	1 	11 	1 	0 	1 	2 	0 	1 	11 	3 	0 	2 	14 
NR,T,Y50-54,R_OTH,TOT_IN,2011	942 	44 	17 	9 	1 	40 	0 	0 	89 	98 	501 	5 	59 	0 	0 	0 	1 	0 	0 	13 	1 	36 	21 	: 	0 	1 	0 	1 	5 	1 	0 	19 	76 
NR,T,Y50-54,R_OTH,TOT_RESID,2011	930 	43 	17 	8 	1 	41 	0 	0 	87 	94 	496 	5 	53 	0 	0 	0 	1 	0 	0 	13 	1 	37 	21 	0 	0 	2 	0 	2 	8 	2 	1 	19 	75 
NR,T,Y50-54,TOXICO,TOT_IN,2011	136 	2 	0 	0 	3 	71 	0 	: 	1 	4 	8 	1 	10 	: 	0 	0 	: 	0 	: 	5 	18 	1 	2 	0 	: 	: 	2 	1 	7 	5 	5 	0 	1 
NR,T,Y50-54,TOXICO,TOT_RESID,2011	136 	2 	0 	0 	3 	71 	0 	: 	1 	4 	8 	1 	10 	: 	0 	0 	: 	0 	: 	5 	18 	1 	2 	0 	: 	: 	2 	1 	7 	5 	5 	0 	1 
NR,T,Y50-54,V01-Y89,TOT_IN,2011	16305 	457 	246 	482 	150 	2061 	121 	122 	216 	837 	2334 	166 	939 	11 	215 	434 	26 	596 	8 	309 	269 	2697 	284 	1064 	111 	348 	333 	228 	1241 	146 	205 	272 	663 
NR,T,Y50-54,V01-Y89,TOT_RESID,2011	16227 	460 	247 	464 	150 	2106 	122 	121 	208 	815 	2309 	160 	890 	11 	216 	437 	20 	592 	8 	301 	256 	2697 	283 	1082 	110 	355 	331 	228 	1248 	146 	194 	272 	652 
NR,T,Y50-54,V01-Y89_OTH,TOT_IN,2011	185 	3 	3 	1 	4 	46 	1 	1 	0 	9 	19 	5 	7 	0 	1 	1 	1 	0 	0 	2 	13 	28 	10 	3 	11 	1 	0 	2 	13 	1 	3 	1 	1 
NR,T,Y50-54,V01-Y89_OTH,TOT_RESID,2011	185 	3 	3 	1 	4 	47 	1 	1 	0 	9 	19 	5 	7 	0 	1 	1 	1 	0 	0 	2 	12 	28 	10 	3 	11 	1 	0 	2 	13 	1 	3 	1 	1 
NR,T,Y50-54,V_Y85,TOT_IN,2011	2504 	59 	43 	79 	13 	330 	10 	10 	72 	162 	253 	40 	287 	3 	19 	38 	4 	86 	0 	40 	36 	427 	69 	197 	14 	44 	29 	14 	126 	20 	19 	53 	297 
NR,T,Y50-54,V_Y85,TOT_RESID,2011	2482 	58 	46 	77 	14 	350 	12 	10 	69 	154 	242 	39 	265 	3 	19 	39 	2 	83 	0 	40 	31 	423 	69 	206 	15 	44 	28 	14 	130 	20 	19 	53 	288 
NR,T,Y50-54,W00-W19,TOT_IN,2011	1416 	45 	22 	30 	9 	202 	3 	16 	15 	60 	171 	11 	74 	2 	24 	32 	1 	49 	0 	27 	33 	246 	17 	129 	17 	42 	30 	8 	101 	8 	30 	15 	36 
NR,T,Y50-54,W00-W19,TOT_RESID,2011	1412 	45 	22 	30 	9 	205 	3 	16 	15 	59 	173 	11 	68 	2 	24 	32 	1 	49 	0 	25 	31 	247 	17 	129 	17 	42 	30 	8 	102 	8 	25 	15 	36 
NR,T,Y50-54,W65-W74,TOT_IN,2011	518 	9 	15 	11 	3 	23 	3 	5 	12 	36 	71 	12 	24 	0 	8 	29 	0 	14 	1 	7 	2 	117 	3 	57 	0 	22 	10 	3 	21 	5 	2 	7 	6 
NR,T,Y50-54,W65-W74,TOT_RESID,2011	511 	8 	13 	11 	3 	32 	4 	4 	9 	32 	68 	8 	22 	0 	9 	29 	0 	16 	1 	7 	3 	118 	3 	56 	0 	20 	10 	3 	22 	5 	2 	7 	6 
NR,T,Y50-54,X40-X49,TOT_IN,2011	1308 	15 	7 	51 	24 	72 	35 	27 	8 	52 	154 	4 	23 	0 	20 	61 	4 	8 	0 	9 	2 	225 	2 	122 	13 	23 	97 	43 	207 	38 	15 	5 	16 
NR,T,Y50-54,X40-X49,TOT_RESID,2011	1298 	14 	7 	49 	24 	72 	34 	26 	8 	51 	151 	4 	20 	0 	20 	62 	3 	8 	0 	8 	2 	227 	2 	122 	13 	25 	97 	43 	206 	38 	15 	5 	16 
NR,T,Y50-54,X60-X84_Y870,TOT_IN,2011	6491 	233 	82 	180 	75 	1022 	24 	43 	54 	315 	1183 	65 	367 	4 	54 	108 	12 	311 	5 	188 	122 	851 	93 	296 	42 	74 	113 	108 	467 	56 	95 	112 	73 
NR,T,Y50-54,X60-X84_Y870,TOT_RESID,2011	6475 	236 	81 	175 	74 	1027 	24 	43 	53 	310 	1177 	64 	357 	4 	54 	109 	10 	310 	5 	184 	123 	851 	94 	302 	41 	77 	113 	108 	469 	56 	93 	112 	71 
NR,T,Y50-54,X85-Y09_Y871,TOT_IN,2011	420 	16 	10 	14 	3 	34 	7 	3 	15 	22 	33 	4 	37 	2 	19 	19 	1 	17 	0 	13 	4 	64 	12 	37 	2 	8 	7 	8 	9 	6 	6 	12 	54 
NR,T,Y50-54,X85-Y09_Y871,TOT_RESID,2011	416 	16 	10 	14 	3 	34 	7 	3 	15 	22 	34 	4 	33 	2 	19 	19 	0 	18 	0 	13 	3 	64 	12 	37 	2 	8 	7 	8 	9 	6 	6 	12 	54 
NR,T,Y50-54,Y10-Y34_Y872,TOT_IN,2011	1102 	30 	15 	44 	12 	129 	8 	7 	0 	10 	57 	1 	2 	0 	11 	57 	2 	23 	1 	8 	19 	330 	46 	13 	2 	80 	8 	27 	160 	0 	6 	31 	: 
NR,T,Y50-54,Y10-Y34_Y872,TOT_RESID,2011	1095 	30 	16 	39 	12 	132 	7 	8 	0 	10 	56 	1 	2 	0 	11 	57 	2 	21 	1 	8 	17 	331 	43 	14 	1 	81 	8 	27 	160 	0 	6 	31 	: 
NR,T,Y55-59,A-R_V-Y,TOT_IN,2011	214636 	4417 	5851 	6044 	2232 	33208 	844 	1182 	3795 	13153 	25242 	2699 	16124 	179 	1695 	2363 	163 	9863 	122 	5595 	2823 	28818 	3915 	16036 	1007 	3646 	2353 	2483 	18784 	1438 	2042 	6142 	19893 
NR,T,Y55-59,A-R_V-Y,TOT_RESID,2011	214159 	4365 	5852 	5978 	2230 	33337 	842 	1179 	3749 	13046 	25161 	2665 	15903 	168 	1693 	2368 	160 	9839 	117 	5550 	2781 	28851 	3892 	16110 	1008 	3689 	2354 	2489 	18783 	1453 	1965 	6148 	19799 
NR,T,Y55-59,A15-A19_B90,TOT_IN,2011	486 	5 	24 	3 	1 	16 	8 	1 	4 	12 	14 	7 	6 	0 	7 	27 	0 	18 	0 	2 	4 	97 	14 	196 	1 	2 	3 	0 	14 	1 	1 	12 	51 
NR,T,Y55-59,A15-A19_B90,TOT_RESID,2011	485 	5 	24 	3 	1 	16 	8 	1 	4 	12 	14 	7 	6 	0 	7 	27 	0 	18 	0 	2 	4 	97 	13 	196 	1 	2 	3 	0 	14 	1 	1 	12 	50 
NR,T,Y55-59,ACC,TOT_IN,2011	8419 	203 	128 	315 	67 	788 	78 	61 	154 	410 	1168 	107 	512 	6 	120 	238 	13 	335 	1 	133 	135 	1407 	126 	786 	53 	188 	247 	128 	512 	77 	106 	166 	540 
NR,T,Y55-59,ACC,TOT_RESID,2011	8381 	195 	129 	311 	66 	817 	78 	61 	142 	397 	1164 	102 	493 	6 	120 	239 	10 	330 	0 	130 	123 	1416 	122 	798 	51 	190 	247 	130 	514 	79 	96 	168 	532 
NR,T,Y55-59,ACC_OTH,TOT_IN,2011	2619 	76 	52 	125 	15 	192 	27 	8 	36 	158 	485 	25 	133 	1 	52 	101 	2 	118 	0 	22 	32 	438 	25 	227 	9 	63 	35 	30 	132 	22 	27 	50 	200 
NR,T,Y55-59,ACC_OTH,TOT_RESID,2011	2612 	73 	52 	122 	15 	197 	27 	8 	35 	157 	483 	23 	135 	1 	52 	101 	1 	117 	0 	23 	29 	439 	24 	228 	8 	65 	35 	31 	131 	23 	18 	50 	200 
NR,T,Y55-59,A_B,TOT_IN,2011	3050 	86 	51 	79 	27 	585 	13 	3 	6 	223 	433 	25 	305 	1 	19 	44 	3 	53 	2 	87 	36 	295 	108 	267 	1 	18 	18 	35 	227 	18 	41 	31 	361 
NR,T,Y55-59,A_B,TOT_RESID,2011	3036 	83 	50 	79 	28 	586 	13 	3 	6 	222 	430 	25 	301 	1 	19 	44 	3 	53 	2 	85 	36 	295 	104 	267 	1 	18 	18 	35 	229 	18 	39 	31 	357 
NR,T,Y55-59,A_B_OTH,TOT_IN,2011	1678 	70 	22 	48 	16 	419 	1 	1 	2 	105 	299 	10 	125 	0 	5 	16 	2 	31 	0 	62 	4 	153 	37 	53 	0 	14 	12 	15 	156 	12 	21 	16 	197 
NR,T,Y55-59,A_B_OTH,TOT_RESID,2011	1671 	67 	21 	48 	17 	418 	1 	1 	2 	105 	297 	10 	124 	0 	5 	16 	2 	31 	0 	61 	4 	153 	35 	53 	0 	14 	12 	15 	159 	12 	21 	16 	194 
NR,T,Y55-59,B15-B19_B942,TOT_IN,2011	347 	8 	0 	1 	3 	54 	3 	1 	3 	55 	45 	1 	77 	1 	2 	0 	1 	0 	1 	10 	4 	3 	48 	10 	0 	0 	1 	4 	11 	3 	5 	0 	3 
NR,T,Y55-59,B15-B19_B942,TOT_RESID,2011	345 	8 	0 	1 	3 	54 	3 	1 	2 	54 	45 	1 	77 	1 	2 	0 	1 	0 	1 	10 	4 	3 	48 	10 	0 	0 	1 	4 	11 	3 	4 	0 	3 
NR,T,Y55-59,B20-B24,TOT_IN,2011	542 	3 	5 	27 	7 	96 	1 	0 	: 	51 	75 	7 	97 	0 	5 	1 	0 	4 	1 	13 	24 	42 	9 	8 	0 	2 	2 	16 	46 	2 	14 	3 	110 
NR,T,Y55-59,B20-B24,TOT_RESID,2011	537 	3 	5 	27 	7 	98 	1 	0 	: 	51 	74 	7 	94 	0 	5 	1 	0 	4 	1 	12 	24 	42 	8 	8 	0 	2 	2 	16 	45 	2 	13 	3 	110 
NR,T,Y55-59,C,TOT_IN,2011	92573 	1982 	1794 	2371 	959 	14411 	271 	583 	1684 	6894 	12015 	1227 	8403 	73 	522 	661 	76 	4038 	59 	2994 	1268 	10557 	1790 	5661 	479 	1435 	756 	1023 	8587 	672 	977 	2505 	7400 
NR,T,Y55-59,C,TOT_RESID,2011	92460 	1966 	1792 	2354 	956 	14426 	269 	579 	1680 	6882 	11998 	1220 	8353 	73 	521 	663 	73 	4036 	60 	2988 	1263 	10556 	1787 	5683 	481 	1450 	758 	1023 	8570 	676 	954 	2505 	7383 
NR,T,Y55-59,C00-C14,TOT_IN,2011	4617 	86 	66 	140 	52 	781 	13 	16 	29 	307 	664 	81 	278 	1 	33 	42 	3 	396 	1 	75 	72 	453 	105 	443 	34 	132 	15 	27 	272 	13 	50 	96 	93 
NR,T,Y55-59,C00-C14,TOT_RESID,2011	4618 	86 	66 	138 	52 	781 	13 	16 	29 	307 	666 	81 	275 	1 	33 	42 	3 	396 	1 	75 	72 	452 	105 	445 	34 	134 	15 	27 	273 	13 	47 	96 	93 
NR,T,Y55-59,C00-D48,TOT_IN,2011	93890 	2004 	1799 	2389 	963 	14558 	272 	588 	1685 	7020 	12269 	1231 	8597 	77 	524 	670 	78 	4065 	59 	3026 	1278 	10820 	1805 	5692 	480 	1443 	769 	1049 	8680 	678 	993 	2541 	7524 
NR,T,Y55-59,C00-D48,TOT_RESID,2011	93773 	1989 	1797 	2371 	960 	14574 	270 	584 	1681 	7008 	12248 	1224 	8546 	78 	523 	672 	76 	4063 	60 	3020 	1273 	10819 	1802 	5714 	482 	1459 	771 	1049 	8660 	682 	970 	2541 	7506 
NR,T,Y55-59,C15,TOT_IN,2011	3191 	86 	26 	85 	29 	563 	9 	28 	21 	195 	475 	34 	139 	1 	16 	30 	7 	153 	1 	167 	29 	278 	88 	119 	14 	69 	25 	36 	468 	13 	34 	50 	74 
NR,T,Y55-59,C15,TOT_RESID,2011	3189 	84 	26 	82 	29 	563 	9 	28 	21 	195 	475 	33 	139 	1 	16 	30 	7 	153 	1 	168 	29 	278 	89 	120 	14 	70 	25 	36 	468 	13 	34 	50 	74 
NR,T,Y55-59,C16,TOT_IN,2011	3779 	55 	107 	100 	33 	567 	24 	20 	75 	275 	304 	75 	423 	3 	42 	46 	4 	141 	1 	77 	45 	541 	155 	313 	28 	59 	29 	31 	206 	20 	39 	103 	599 
NR,T,Y55-59,C16,TOT_RESID,2011	3777 	55 	107 	99 	33 	566 	24 	19 	74 	276 	303 	75 	422 	3 	41 	47 	4 	140 	1 	77 	45 	542 	155 	315 	28 	60 	29 	31 	206 	20 	38 	103 	598 
NR,T,Y55-59,C18-C21,TOT_IN,2011	8414 	148 	169 	219 	103 	1304 	24 	54 	126 	747 	942 	139 	862 	6 	47 	52 	12 	432 	8 	312 	102 	833 	215 	410 	49 	171 	64 	122 	742 	84 	91 	225 	533 
NR,T,Y55-59,C18-C21,TOT_RESID,2011	8403 	146 	169 	218 	103 	1305 	24 	55 	125 	744 	940 	139 	857 	6 	47 	52 	12 	432 	8 	311 	102 	834 	215 	412 	49 	171 	64 	122 	741 	84 	90 	225 	533 
NR,T,Y55-59,C22,TOT_IN,2011	3349 	52 	64 	72 	25 	469 	6 	18 	68 	313 	586 	39 	448 	1 	6 	17 	1 	100 	1 	65 	50 	198 	71 	273 	21 	39 	28 	39 	279 	21 	42 	87 	258 
NR,T,Y55-59,C22,TOT_RESID,2011	3339 	52 	62 	72 	25 	468 	6 	18 	67 	311 	586 	39 	447 	1 	6 	17 	1 	100 	1 	65 	50 	198 	71 	273 	21 	39 	28 	39 	276 	21 	40 	87 	258 
NR,T,Y55-59,C25,TOT_IN,2011	5241 	94 	95 	185 	66 	847 	19 	31 	89 	390 	615 	59 	563 	5 	34 	32 	4 	212 	6 	195 	99 	524 	74 	298 	24 	78 	61 	61 	481 	35 	70 	103 	391 
NR,T,Y55-59,C25,TOT_RESID,2011	5239 	92 	95 	184 	65 	851 	19 	31 	89 	392 	613 	59 	562 	5 	34 	32 	4 	212 	6 	194 	97 	524 	74 	299 	25 	79 	61 	61 	480 	35 	65 	103 	389 
NR,T,Y55-59,C32,TOT_IN,2011	1730 	28 	72 	39 	15 	190 	1 	7 	30 	162 	187 	30 	112 	1 	10 	21 	2 	138 	1 	18 	12 	274 	55 	204 	7 	33 	2 	2 	77 	4 	4 	77 	147 
NR,T,Y55-59,C32,TOT_RESID,2011	1730 	27 	72 	39 	15 	190 	1 	7 	30 	162 	187 	29 	113 	1 	10 	21 	2 	139 	1 	18 	12 	274 	55 	204 	7 	33 	2 	2 	77 	4 	3 	77 	146 
NR,T,Y55-59,C33_C34,TOT_IN,2011	25676 	647 	502 	562 	250 	3993 	49 	135 	564 	2025 	3696 	374 	1958 	16 	109 	128 	13 	1404 	10 	895 	355 	3263 	364 	1522 	136 	292 	172 	210 	2032 	170 	266 	853 	2707 
NR,T,Y55-59,C33_C34,TOT_RESID,2011	25651 	642 	502 	559 	250 	4000 	48 	134 	563 	2025 	3694 	372 	1942 	16 	109 	128 	12 	1404 	10 	893 	353 	3258 	362 	1529 	137 	296 	173 	210 	2030 	170 	261 	853 	2702 
NR,T,Y55-59,C43,TOT_IN,2011	1296 	28 	8 	31 	16 	200 	5 	14 	24 	70 	152 	21 	122 	0 	9 	11 	0 	36 	1 	79 	34 	132 	18 	48 	8 	20 	13 	29 	167 	24 	14 	24 	47 
NR,T,Y55-59,C43,TOT_RESID,2011	1295 	28 	8 	31 	16 	201 	5 	14 	24 	69 	153 	21 	122 	0 	9 	11 	0 	36 	1 	79 	34 	132 	18 	48 	8 	20 	13 	29 	165 	24 	14 	24 	47 
NR,T,Y55-59,C50,TOT_IN,2011	7763 	207 	150 	166 	95 	1303 	26 	65 	132 	525 	959 	78 	854 	15 	50 	62 	10 	209 	5 	288 	84 	678 	161 	396 	37 	106 	80 	107 	915 	69 	85 	225 	383 
NR,T,Y55-59,C50,TOT_RESID,2011	7754 	207 	149 	165 	95 	1306 	26 	65 	132 	522 	960 	78 	848 	15 	50 	62 	9 	207 	5 	288 	85 	678 	160 	399 	37 	106 	80 	107 	913 	70 	86 	225 	382 
NR,T,Y55-59,C53,TOT_IN,2011	1316 	20 	48 	36 	9 	152 	11 	12 	19 	63 	98 	10 	32 	1 	17 	21 	0 	64 	3 	15 	15 	272 	22 	264 	1 	34 	3 	9 	65 	6 	4 	68 	45 
NR,T,Y55-59,C53,TOT_RESID,2011	1314 	20 	48 	36 	9 	152 	11 	11 	19 	63 	98 	10 	31 	1 	17 	21 	0 	64 	3 	15 	15 	271 	22 	264 	1 	34 	3 	9 	66 	6 	3 	68 	45 
NR,T,Y55-59,C54_C55,TOT_IN,2011	1134 	20 	37 	32 	3 	113 	1 	7 	22 	90 	160 	11 	156 	0 	10 	19 	1 	35 	2 	32 	13 	123 	22 	78 	7 	16 	6 	15 	103 	5 	6 	25 	72 
NR,T,Y55-59,C54_C55,TOT_RESID,2011	1129 	20 	37 	31 	3 	113 	1 	7 	22 	90 	160 	11 	153 	0 	10 	19 	0 	35 	2 	32 	13 	123 	22 	78 	7 	17 	6 	15 	102 	5 	6 	25 	72 
NR,T,Y55-59,C56,TOT_IN,2011	2543 	48 	53 	61 	29 	427 	16 	28 	39 	149 	240 	34 	235 	1 	24 	28 	3 	61 	5 	90 	41 	364 	36 	146 	14 	30 	39 	50 	252 	42 	26 	46 	175 
NR,T,Y55-59,C56,TOT_RESID,2011	2542 	47 	53 	60 	29 	426 	15 	28 	39 	149 	242 	34 	234 	1 	24 	28 	2 	61 	5 	90 	40 	366 	36 	146 	14 	31 	40 	50 	252 	42 	26 	46 	175 
NR,T,Y55-59,C61,TOT_IN,2011	1438 	25 	32 	43 	20 	261 	8 	11 	14 	94 	165 	16 	91 	1 	15 	21 	0 	42 	1 	56 	14 	171 	23 	60 	4 	33 	12 	33 	172 	13 	13 	32 	113 
NR,T,Y55-59,C61,TOT_RESID,2011	1433 	23 	32 	43 	20 	260 	8 	11 	14 	93 	163 	16 	91 	1 	15 	21 	1 	42 	1 	56 	14 	171 	23 	60 	4 	33 	12 	33 	172 	13 	14 	32 	113 
NR,T,Y55-59,C64,TOT_IN,2011	2005 	34 	40 	76 	14 	329 	4 	15 	31 	133 	214 	23 	166 	3 	17 	20 	4 	97 	2 	58 	16 	261 	29 	81 	9 	56 	22 	20 	231 	18 	14 	40 	103 
NR,T,Y55-59,C64,TOT_RESID,2011	2004 	34 	40 	74 	14 	330 	4 	14 	31 	134 	212 	23 	166 	3 	17 	20 	4 	97 	2 	58 	16 	261 	29 	81 	9 	58 	22 	20 	231 	18 	13 	40 	103 
NR,T,Y55-59,C67,TOT_IN,2011	1751 	43 	28 	38 	16 	216 	3 	8 	38 	192 	244 	20 	167 	1 	8 	17 	0 	67 	4 	41 	16 	274 	32 	80 	3 	23 	9 	16 	147 	5 	15 	39 	130 
NR,T,Y55-59,C67,TOT_RESID,2011	1748 	43 	28 	38 	16 	216 	3 	8 	38 	191 	243 	20 	165 	1 	8 	17 	0 	67 	4 	41 	16 	274 	32 	80 	3 	23 	9 	16 	148 	5 	15 	39 	130 
NR,T,Y55-59,C70-C72,TOT_IN,2011	3326 	67 	82 	89 	52 	552 	4 	28 	85 	263 	357 	46 	304 	3 	18 	21 	1 	65 	1 	103 	44 	364 	75 	200 	19 	56 	42 	51 	334 	33 	54 	88 	339 
NR,T,Y55-59,C70-C72,TOT_RESID,2011	3324 	67 	82 	89 	52 	552 	4 	28 	85 	263 	357 	46 	301 	3 	18 	21 	1 	65 	1 	103 	44 	364 	75 	201 	19 	57 	42 	51 	333 	33 	54 	88 	338 
NR,T,Y55-59,C73,TOT_IN,2011	207 	7 	7 	5 	0 	42 	1 	2 	4 	12 	17 	1 	18 	0 	4 	1 	0 	9 	0 	2 	3 	16 	5 	14 	1 	7 	6 	5 	18 	0 	2 	10 	29 
NR,T,Y55-59,C73,TOT_RESID,2011	206 	7 	7 	5 	0 	42 	1 	2 	4 	12 	17 	1 	18 	0 	4 	1 	0 	9 	0 	2 	3 	16 	5 	14 	1 	7 	6 	5 	17 	0 	2 	10 	29 
NR,T,Y55-59,C81-C85,TOT_IN,2011	1854 	39 	28 	38 	16 	289 	10 	16 	14 	136 	205 	18 	242 	2 	9 	9 	1 	53 	4 	58 	27 	168 	40 	92 	9 	23 	23 	25 	260 	14 	23 	33 	194 
NR,T,Y55-59,C81-C85,TOT_RESID,2011	1849 	39 	29 	38 	16 	289 	10 	16 	14 	135 	203 	16 	242 	2 	9 	9 	1 	53 	5 	58 	27 	168 	40 	92 	9 	23 	23 	25 	258 	15 	23 	33 	194 
NR,T,Y55-59,C88_C90_C96,TOT_IN,2011	1075 	23 	13 	22 	11 	197 	5 	11 	25 	81 	123 	5 	117 	2 	6 	5 	1 	30 	0 	36 	20 	131 	17 	34 	7 	13 	10 	9 	121 	13 	23 	19 	136 
NR,T,Y55-59,C88_C90_C96,TOT_RESID,2011	1072 	23 	13 	22 	11 	197 	5 	11 	25 	81 	121 	5 	117 	2 	6 	5 	1 	30 	0 	36 	19 	131 	17 	35 	7 	13 	10 	9 	120 	13 	22 	19 	136 
NR,T,Y55-59,C91-C95,TOT_IN,2011	1856 	32 	31 	52 	30 	293 	7 	8 	46 	123 	203 	19 	205 	3 	9 	14 	1 	69 	0 	61 	26 	205 	37 	94 	13 	32 	20 	24 	199 	17 	15 	63 	210 
NR,T,Y55-59,C91-C95,TOT_RESID,2011	1855 	32 	31 	52 	30 	295 	7 	8 	46 	122 	202 	19 	204 	3 	9 	14 	1 	69 	0 	61 	26 	206 	38 	94 	13 	32 	20 	24 	197 	17 	13 	63 	210 
NR,T,Y55-59,C_OTH,TOT_IN,2011	9014 	193 	136 	280 	75 	1323 	25 	49 	191 	549 	1409 	94 	911 	7 	29 	44 	8 	225 	2 	271 	151 	1034 	146 	492 	34 	113 	75 	102 	1046 	53 	87 	199 	622 
NR,T,Y55-59,C_OTH,TOT_RESID,2011	8991 	192 	136 	279 	73 	1323 	25 	48 	191 	546 	1403 	93 	904 	7 	29 	45 	8 	225 	2 	268 	151 	1035 	144 	494 	34 	114 	75 	102 	1045 	55 	85 	199 	616 
NR,T,Y55-59,D00-D48,TOT_IN,2011	1317 	22 	5 	18 	4 	147 	1 	5 	1 	126 	254 	4 	194 	4 	2 	9 	2 	27 	0 	32 	10 	263 	15 	31 	1 	8 	13 	26 	93 	6 	16 	36 	124 
NR,T,Y55-59,D00-D48,TOT_RESID,2011	1313 	23 	5 	17 	4 	148 	1 	5 	1 	126 	250 	4 	193 	5 	2 	9 	3 	27 	0 	32 	10 	263 	15 	31 	1 	9 	13 	26 	90 	6 	16 	36 	123 
NR,T,Y55-59,D50-D89,TOT_IN,2011	405 	10 	9 	6 	9 	57 	0 	4 	7 	34 	64 	2 	51 	0 	0 	3 	0 	14 	1 	14 	11 	25 	11 	11 	0 	2 	3 	6 	51 	2 	2 	13 	69 
NR,T,Y55-59,D50-D89,TOT_RESID,2011	401 	10 	9 	6 	9 	56 	0 	4 	7 	33 	63 	2 	50 	0 	0 	3 	0 	14 	1 	15 	11 	25 	11 	11 	0 	2 	3 	6 	50 	2 	2 	13 	69 
NR,T,Y55-59,E,TOT_IN,2011	4519 	90 	65 	95 	75 	921 	8 	17 	65 	240 	621 	47 	635 	7 	20 	17 	4 	169 	0 	131 	153 	423 	126 	158 	9 	66 	42 	52 	263 	26 	40 	159 	1199 
